,ISO score,GED score,IM score,ARI,GRI,PDT score,method,type,data,source
39,0,0.0,0.0,0.8814849268904915,0.30796989880879233,,modified_map,UMI,immune,dyno
40,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,mean,UMI,planaria_muscle,dyno
41,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_mean,UMI,planaria_muscle,dyno
42,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,map,UMI,planaria_muscle,dyno
43,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_map,UMI,planaria_muscle,dyno
44,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,mean,UMI,planaria_muscle,dyno
45,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_mean,UMI,planaria_muscle,dyno
46,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,map,UMI,planaria_muscle,dyno
47,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_map,UMI,planaria_muscle,dyno
48,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,mean,UMI,planaria_muscle,dyno
49,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_mean,UMI,planaria_muscle,dyno
50,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,map,UMI,planaria_muscle,dyno
51,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_map,UMI,planaria_muscle,dyno
52,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,mean,UMI,planaria_muscle,dyno
53,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_mean,UMI,planaria_muscle,dyno
54,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,map,UMI,planaria_muscle,dyno
55,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_map,UMI,planaria_muscle,dyno
56,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,mean,UMI,planaria_muscle,dyno
57,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_mean,UMI,planaria_muscle,dyno
58,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,map,UMI,planaria_muscle,dyno
59,0,0.6666666666666667,0.9999999999999942,0.5,0.2619454846989079,0.07180191137249364,modified_map,UMI,planaria_muscle,dyno
